;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination
4010;4010;71;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;No;Debit;70,135;No;106,816666;-6,2;5322,2;Combination 13
4013;4013;12;Jakarta;Mid End;No;Yes;No;Yes;No;No;Digital Wallet;46,15;No;106,816666;-6,2;3330,6;Combination 8
4015;4015;6;Jakarta;Mid End;No;No;No;Yes;No;No;Digital Wallet;63,44;No;106,816666;-6,2;5899,4;Combination 2
4016;4016;43;Jakarta;Mid End;No;Yes;No;Yes;No;No;Pulsa;72,085;No;106,816666;-6,2;4355;Combination 8
4019;4019;52;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;83,07;No;106,816666;-6,2;6994;Combination 13
4020;4020;32;Jakarta;Mid End;No;No;No;No;Yes;Yes;Debit;84,305;No;106,816666;-6,2;6363,5;Combination 9
4021;4021;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;82,94;No;106,816666;-6,2;7939,1;Combination 13
4022;4022;51;Jakarta;Mid End;Yes;No;No;Yes;No;Yes;Credit;57,785;No;106,816666;-6,2;7913,1;Combination 11
4024;4024;8;Jakarta;Mid End;No;Yes;Yes;No;No;Yes;Digital Wallet;56,355;No;106,816666;-6,2;3328;Combination 14
4025;4025;49;Jakarta;Mid End;No;Yes;No;No;Yes;Yes;Credit;64,545;No;106,816666;-6,2;5567,9;Combination 7
4026;4026;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;110,63;No;106,816666;-6,2;5391,1;Combination 13
4032;4032;40;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Digital Wallet;52,325;No;106,816666;-6,2;5574,4;Combination 1
4038;4038;71;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;111,93;No;106,816666;-6,2;8171,8;Combination 13
4045;4045;12;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;No;Debit;66,235;No;106,816666;-6,2;3530,8;Combination 10
4049;4049;56;Jakarta;Mid End;Yes;No;Yes;Yes;No;No;Credit;78,325;No;106,816666;-6,2;6285,5;Combination 16
4051;4051;20;Jakarta;Mid End;Yes;No;No;Yes;No;Yes;Digital Wallet;83,395;No;106,816666;-6,2;7759,7;Combination 11
4057;4057;12;Jakarta;Mid End;No;Yes;No;Yes;No;No;Digital Wallet;69,875;No;106,816666;-6,2;7000,5;Combination 8
4059;4059;24;Jakarta;Mid End;Yes;No;No;Yes;No;No;Pulsa;75,855;No;106,816666;-6,2;7056,4;Combination 11
4060;4060;14;Jakarta;Mid End;No;No;No;No;Yes;Yes;Pulsa;60,255;No;106,816666;-6,2;2672,8;Combination 9
4064;4064;59;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;117,39;No;106,816666;-6,2;6002,1;Combination 13
4065;4065;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;84,825;No;106,816666;-6,2;8335,6;Combination 13
4066;4066;3;Jakarta;Mid End;No;No;No;Yes;No;Yes;Digital Wallet;78,845;No;106,816666;-6,2;2744,3;Combination 2
4070;4070;57;Jakarta;Mid End;No;No;Yes;Yes;No;No;Pulsa;69,55;No;106,816666;-6,2;7177,3;Combination 5
4074;4074;71;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;116,87;No;106,816666;-6,2;5777,2;Combination 13
4082;4082;12;Jakarta;Mid End;No;Yes;No;Yes;No;No;Digital Wallet;44,2;No;106,816666;-6,2;4179,5;Combination 8
4084;4084;62;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Credit;50,18;No;106,816666;-6,2;5925,4;Combination 1
4085;4085;1;Jakarta;Mid End;No;No;No;No;No;No;Debit;32,825;No;106,816666;-6,2;6280,3;Combination 2
4086;4086;18;Jakarta;Mid End;Yes;No;Yes;No;No;No;Digital Wallet;78,78;No;106,816666;-6,2;5796,7;Combination 16
4090;4090;27;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Pulsa;106,21;No;106,816666;-6,2;3178,5;Combination 15
4096;4096;54;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Credit;85,345;No;106,816666;-6,2;7442,5;Combination 1
4097;4097;29;Jakarta;Mid End;No;No;No;No;Yes;Yes;Credit;92,3;No;106,816666;-6,2;5493,8;Combination 9
4099;4099;59;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;112,775;No;106,816666;-6,2;6526;Combination 13
4100;4100;18;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Digital Wallet;79,95;No;106,816666;-6,2;4522,7;Combination 1
4102;4102;33;Jakarta;Mid End;Yes;No;No;Yes;No;No;Credit;44,265;No;106,816666;-6,2;3957,2;Combination 11
4105;4105;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;116,61;No;106,816666;-6,2;5450,9;Combination 13
4112;4112;67;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;No;Debit;64,155;No;106,816666;-6,2;7676,5;Combination 15
4115;4115;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;83,785;No;106,816666;-6,2;6883,5;Combination 13
4116;4116;1;Jakarta;Mid End;No;Yes;No;No;No;No;Pulsa;64,87;No;106,816666;-6,2;4210,7;Combination 8
4117;4117;48;Jakarta;Mid End;No;Yes;Yes;No;No;Yes;Pulsa;85,345;No;106,816666;-6,2;7055,1;Combination 14
4119;4119;2;Jakarta;Mid End;No;No;No;No;No;No;Pulsa;57,785;No;106,816666;-6,2;7402,2;Combination 2
4120;4120;71;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;116,87;No;106,816666;-6,2;7585,5;Combination 13
4121;4121;37;Jakarta;Mid End;Yes;No;No;No;No;No;Digital Wallet;71,565;No;106,816666;-6,2;4990,7;Combination 11
4124;4124;50;Jakarta;Mid End;Yes;No;No;Yes;Yes;No;Credit;91,65;No;106,816666;-6,2;5228,6;Combination 12
4127;4127;25;Jakarta;Mid End;No;No;Yes;No;Yes;No;Credit;49,53;No;106,816666;-6,2;3009,5;Combination 3
4128;4128;24;Jakarta;Mid End;No;No;Yes;Yes;No;No;Digital Wallet;44,525;No;106,816666;-6,2;3282,5;Combination 5
4131;4131;1;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;59,54;No;106,816666;-6,2;3398,2;Combination 2
4135;4135;6;Jakarta;Mid End;Yes;Yes;No;Yes;No;Yes;Credit;66,235;No;106,816666;-6,2;4516,2;Combination 1
4136;4136;47;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;117,65;No;106,816666;-6,2;4436,9;Combination 13
4137;4137;61;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;Yes;Pulsa;103,22;No;106,816666;-6,2;6065,8;Combination 17
4138;4138;52;Jakarta;Mid End;Yes;Yes;Yes;No;Yes;Yes;Debit;76,375;No;106,816666;-6,2;6658,6;Combination 13
4139;4139;35;Jakarta;Mid End;Yes;Yes;No;No;No;No;Credit;77,285;No;106,816666;-6,2;4786,6;Combination 1
4141;4141;45;Jakarta;Mid End;Yes;No;Yes;No;No;No;Credit;69,29;No;106,816666;-6,2;3807,7;Combination 16
4142;4142;2;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;31,59;No;106,816666;-6,2;3269,5;Combination 2
4143;4143;51;Jakarta;Mid End;Yes;No;No;Yes;No;No;Credit;77,87;No;106,816666;-6,2;6802,9;Combination 11
4147;4147;46;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Digital Wallet;105,3;No;106,816666;-6,2;5564;Combination 15
4148;4148;68;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;107,185;No;106,816666;-6,2;6900,4;Combination 13
4150;4150;28;Jakarta;Mid End;No;Yes;No;Yes;No;No;Credit;70,72;No;106,816666;-6,2;6124,3;Combination 8
4151;4151;39;Jakarta;Mid End;No;Yes;No;No;Yes;No;Credit;76,18;No;106,816666;-6,2;7360,6;Combination 7
4153;4153;71;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Credit;79,82;No;106,816666;-6,2;6654,7;Combination 4
4159;4159;26;Jakarta;Mid End;No;No;No;Yes;No;No;Debit;63,895;No;106,816666;-6,2;3577,6;Combination 2
4167;4167;5;Jakarta;Mid End;No;No;Yes;Yes;Yes;Yes;Debit;97,695;No;106,816666;-6,2;7670;Combination 3
4174;4174;68;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;Yes;Debit;107,705;No;106,816666;-6,2;6739,2;Combination 10
4176;4176;26;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Credit;50,505;No;106,816666;-6,2;5161;Combination 1
4179;4179;24;Jakarta;Mid End;Yes;No;No;Yes;Yes;Yes;Debit;96,72;No;106,816666;-6,2;5603;Combination 12
4180;4180;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;Yes;Debit;101,985;No;106,816666;-6,2;5241,6;Combination 17
4182;4182;70;Jakarta;Mid End;No;Yes;Yes;Yes;No;Yes;Debit;66,365;No;106,816666;-6,2;5254,6;Combination 14
4186;4186;13;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;No;Pulsa;94,64;No;106,816666;-6,2;3720,6;Combination 4
4190;4190;8;Jakarta;Mid End;No;No;Yes;Yes;No;Yes;Digital Wallet;83,33;No;106,816666;-6,2;3645,2;Combination 5
4191;4191;17;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;33,345;No;106,816666;-6,2;4017;Combination 2
4194;4194;23;Jakarta;Mid End;Yes;No;No;No;No;No;Pulsa;70,72;No;106,816666;-6,2;3885,7;Combination 11
4199;4199;69;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;No;Debit;60,125;No;106,816666;-6,2;5434;Combination 17
4201;4201;19;Jakarta;Mid End;No;No;No;No;Yes;Yes;Digital Wallet;90,48;No;106,816666;-6,2;4353,7;Combination 9
4205;4205;14;Jakarta;Mid End;No;No;No;Yes;No;No;Debit;63,44;No;106,816666;-6,2;2818,4;Combination 2
4206;4206;64;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;Yes;Digital Wallet;96,655;No;106,816666;-6,2;6215,3;Combination 17
4208;4208;52;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;No;Pulsa;89,375;No;106,816666;-6,2;5423,6;Combination 4
4212;4212;58;Jakarta;Mid End;No;No;No;No;Yes;Yes;Credit;58,5;No;106,816666;-6,2;6507,8;Combination 9
4214;4214;72;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;No;Digital Wallet;63,57;No;106,816666;-6,2;7039,5;Combination 15
4217;4217;64;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;Yes;Digital Wallet;105,69;No;106,816666;-6,2;6830,2;Combination 17
4219;4219;71;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Credit;108,29;No;106,816666;-6,2;5543,2;Combination 4
4223;4223;66;Jakarta;Mid End;No;No;Yes;Yes;Yes;Yes;Debit;71,045;No;106,816666;-6,2;5266,3;Combination 3
4224;4224;12;Bandung;Mid End;No;Yes;No;No;No;No;Credit;38,155;No;107,60981;-6,914744;4687,8;Combination 8
4231;4231;50;Bandung;Mid End;No;Yes;No;Yes;Yes;Yes;Digital Wallet;103,48;No;107,60981;-6,914744;7269,6;Combination 7
4232;4232;1;Bandung;Mid End;No;No;No;No;No;Yes;Pulsa;71,825;No;107,60981;-6,914744;4231,5;Combination 2
4233;4233;72;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;114,465;No;107,60981;-6,914744;8121,1;Combination 13
4238;4238;48;Bandung;Mid End;No;Yes;Yes;No;No;Yes;Credit;91,715;No;107,60981;-6,914744;5196,1;Combination 14
4239;4239;64;Bandung;Mid End;Yes;No;No;Yes;Yes;No;Digital Wallet;85,54;No;107,60981;-6,914744;6180,2;Combination 12
4242;4242;41;Bandung;Mid End;Yes;No;Yes;No;No;No;Credit;46,02;No;107,60981;-6,914744;5687,5;Combination 16
4248;4248;70;Bandung;Mid End;Yes;No;Yes;Yes;No;Yes;Credit;100,49;No;107,60981;-6,914744;8127,6;Combination 16
4249;4249;3;Bandung;Mid End;No;No;No;Yes;No;No;Pulsa;38,675;No;107,60981;-6,914744;4452,5;Combination 2
4250;4250;2;Bandung;Mid End;No;No;No;No;No;No;Debit;58,37;No;107,60981;-6,914744;5681;Combination 2
4251;4251;3;Bandung;Mid End;No;Yes;No;No;No;No;Credit;38,74;No;107,60981;-6,914744;7298,2;Combination 8
4252;4252;13;Bandung;Mid End;Yes;No;No;No;Yes;Yes;Pulsa;93,535;No;107,60981;-6,914744;4686,5;Combination 12
4254;4254;12;Bandung;Mid End;No;No;No;No;Yes;No;Digital Wallet;73,19;No;107,60981;-6,914744;2661,1;Combination 9
4257;4257;15;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;109,785;No;107,60981;-6,914744;6048,9;Combination 13
4258;4258;36;Bandung;Mid End;Yes;Yes;No;No;No;No;Digital Wallet;69,745;No;107,60981;-6,914744;5346,9;Combination 1
4259;4259;4;Bandung;Mid End;No;No;Yes;No;No;No;Pulsa;38,87;No;107,60981;-6,914744;3788,2;Combination 5
4261;4261;61;Bandung;Mid End;Yes;Yes;Yes;Yes;No;No;Credit;56,81;No;107,60981;-6,914744;5266,3;Combination 17
4262;4262;16;Bandung;Mid End;No;Yes;No;No;No;No;Pulsa;71,89;No;107,60981;-6,914744;4902,3;Combination 8
4265;4265;16;Bandung;Mid End;No;No;No;Yes;No;No;Digital Wallet;64,285;No;107,60981;-6,914744;4479,8;Combination 2
4267;4267;19;Bandung;Mid End;No;Yes;No;No;No;Yes;Pulsa;51,61;No;107,60981;-6,914744;5244,2;Combination 8
4268;4268;10;Bandung;Mid End;Yes;No;No;No;No;No;Credit;70,85;No;107,60981;-6,914744;5411,9;Combination 11
4270;4270;10;Bandung;Mid End;No;Yes;Yes;No;No;No;Digital Wallet;72,215;No;107,60981;-6,914744;3289;Combination 14
4272;4272;17;Bandung;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;80,73;No;107,60981;-6,914744;5118,1;Combination 11
4276;4276;61;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;110,37;No;107,60981;-6,914744;5736,9;Combination 13
4278;4278;1;Bandung;Mid End;No;No;No;No;No;No;Pulsa;31,72;No;107,60981;-6,914744;4088,5;Combination 2
4280;4280;68;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;110,5;No;107,60981;-6,914744;8087,3;Combination 13
4285;4285;24;Bandung;Mid End;Yes;No;No;No;Yes;Yes;Digital Wallet;97,24;No;107,60981;-6,914744;7195,5;Combination 12
4291;4291;65;Bandung;Mid End;No;Yes;No;Yes;Yes;Yes;Debit;103,22;No;107,60981;-6,914744;5229,9;Combination 7
4292;4292;23;Bandung;Mid End;Yes;No;No;Yes;No;No;Credit;74,36;No;107,60981;-6,914744;5227,3;Combination 11
4293;4293;55;Bandung;Mid End;Yes;Yes;Yes;No;No;No;Pulsa;76,18;No;107,60981;-6,914744;8100,3;Combination 17
4298;4298;67;Bandung;Mid End;Yes;Yes;No;Yes;No;Yes;Credit;89,96;No;107,60981;-6,914744;5619,9;Combination 1
4301;4301;4;Bandung;Mid End;Yes;No;Yes;No;No;No;Digital Wallet;45,5;No;107,60981;-6,914744;4579,9;Combination 16
4302;4302;24;Bandung;Mid End;Yes;No;No;Yes;No;No;Pulsa;71,695;No;107,60981;-6,914744;2860;Combination 11
4303;4303;5;Bandung;Mid End;No;Yes;No;No;Yes;Yes;Credit;66,235;No;107,60981;-6,914744;4644,9;Combination 7
4304;4304;5;Bandung;Mid End;No;Yes;No;No;No;Yes;Pulsa;83,2;No;107,60981;-6,914744;5747,3;Combination 8
4305;4305;72;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;No;Debit;104,26;No;107,60981;-6,914744;7913,1;Combination 13
4306;4306;24;Bandung;Mid End;No;No;Yes;No;No;No;Credit;64,09;No;107,60981;-6,914744;7012,2;Combination 5
4307;4307;42;Bandung;Mid End;Yes;No;Yes;Yes;Yes;Yes;Credit;109,655;No;107,60981;-6,914744;4371,9;Combination 15
4314;4314;48;Jakarta;Mid End;No;Yes;No;Yes;Yes;Yes;Pulsa;103,545;No;106,816666;-6,2;4219,8;Combination 7
4317;4317;48;Jakarta;Mid End;Yes;Yes;No;No;Yes;No;Pulsa;58,24;No;106,816666;-6,2;3209,7;Combination 10
4322;4322;26;Jakarta;Mid End;Yes;Yes;Yes;No;Yes;No;Debit;62,205;No;106,816666;-6,2;5670,6;Combination 13
4323;4323;63;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;No;Credit;92,04;No;106,816666;-6,2;6648,2;Combination 10
4324;4324;18;Jakarta;Mid End;Yes;No;No;No;No;Yes;Credit;76,83;No;106,816666;-6,2;3148,6;Combination 11
4330;4330;18;Jakarta;Mid End;No;No;No;Yes;No;No;Digital Wallet;65,39;No;106,816666;-6,2;4862;Combination 2
4336;4336;68;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;114,4;No;106,816666;-6,2;7066,8;Combination 13
4337;4337;49;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;56,94;No;106,816666;-6,2;7346,3;Combination 2
4338;4338;40;Jakarta;Mid End;Yes;Yes;Yes;No;Yes;Yes;Credit;80,665;No;106,816666;-6,2;2977;Combination 13
4345;4345;54;Jakarta;Mid End;Yes;No;No;Yes;No;Yes;Debit;57,33;No;106,816666;-6,2;8066,5;Combination 11
4347;4347;27;Jakarta;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;69,485;No;106,816666;-6,2;2848,3;Combination 11
4349;4349;64;Jakarta;Mid End;No;Yes;Yes;Yes;No;Yes;Credit;97,045;No;106,816666;-6,2;6646,9;Combination 14
4350;4350;57;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;74,75;No;106,816666;-6,2;5372,9;Combination 4
4353;4353;52;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;116,025;No;106,816666;-6,2;6011,2;Combination 13
4355;4355;11;Jakarta;Mid End;Yes;No;No;No;No;No;Pulsa;72,28;No;106,816666;-6,2;6518,2;Combination 11
4356;4356;53;Jakarta;Mid End;Yes;Yes;Yes;No;No;Yes;Debit;63,31;No;106,816666;-6,2;5350,8;Combination 17
4361;4361;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;109,785;No;106,816666;-6,2;8186,1;Combination 13
4363;4363;41;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Debit;103,805;No;106,816666;-6,2;7222,8;Combination 15
4365;4365;58;Jakarta;Mid End;Yes;No;No;Yes;No;Yes;Pulsa;88,92;No;106,816666;-6,2;6849,7;Combination 11
4367;4367;65;Jakarta;Mid End;Yes;No;Yes;No;No;No;Digital Wallet;71,695;No;106,816666;-6,2;8066,5;Combination 16
4371;4371;58;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;57,33;No;106,816666;-6,2;6552;Combination 2
4373;4373;26;Jakarta;Mid End;Yes;Yes;No;No;No;No;Pulsa;80,015;No;106,816666;-6,2;6702,8;Combination 1
4376;4376;68;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;119,21;No;106,816666;-6,2;5346,9;Combination 13
4378;4378;42;Jakarta;Mid End;No;No;Yes;Yes;Yes;Yes;Credit;101,985;No;106,816666;-6,2;4149,6;Combination 3
4382;4382;35;Jakarta;Mid End;Yes;Yes;No;No;No;No;Credit;72,28;No;106,816666;-6,2;7753,2;Combination 1
4387;4387;2;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Digital Wallet;77,35;No;106,816666;-6,2;7296,9;Combination 1
4389;4389;47;Jakarta;Mid End;Yes;No;Yes;Yes;No;No;Digital Wallet;54,47;No;106,816666;-6,2;3302;Combination 16
4390;4390;12;Jakarta;Mid End;Yes;No;No;No;Yes;Yes;Digital Wallet;90,805;No;106,816666;-6,2;7534,8;Combination 12
4391;4391;8;Jakarta;Mid End;No;Yes;No;Yes;No;No;Debit;73,19;No;106,816666;-6,2;4075,5;Combination 8
4394;4394;26;Jakarta;Mid End;Yes;Yes;No;No;Yes;No;Debit;90,35;No;106,816666;-6,2;5025,8;Combination 10
4396;4396;70;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Debit;75,855;No;106,816666;-6,2;5320,9;Combination 15
4401;4401;70;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;123,24;No;106,816666;-6,2;6593,6;Combination 13
4403;4403;11;Jakarta;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;70,98;No;106,816666;-6,2;3344,9;Combination 11
4406;4406;41;Jakarta;Mid End;No;Yes;No;No;No;No;Credit;73,19;No;106,816666;-6,2;3892,2;Combination 8
4407;4407;71;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;117,715;No;106,816666;-6,2;7811,7;Combination 13
4408;4408;34;Jakarta;Mid End;Yes;Yes;Yes;No;No;No;Digital Wallet;79,04;No;106,816666;-6,2;5878,6;Combination 17
4411;4411;36;Jakarta;Mid End;Yes;No;Yes;No;No;No;Digital Wallet;45,955;No;106,816666;-6,2;4308,2;Combination 16
4418;4418;1;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;58,435;No;106,816666;-6,2;4232,8;Combination 2
4420;4420;29;Jakarta;Mid End;No;Yes;Yes;No;No;No;Digital Wallet;46,345;No;106,816666;-6,2;5339,1;Combination 14
4421;4421;67;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Digital Wallet;110,825;No;106,816666;-6,2;8218,6;Combination 15
4425;4425;55;Jakarta;Mid End;Yes;Yes;No;No;No;No;Pulsa;72,41;No;106,816666;-6,2;5393,7;Combination 1
4428;4428;4;Bandung;Mid End;No;No;No;No;No;No;Pulsa;59,67;No;107,60981;-6,914744;4160;Combination 2
4432;4432;8;Bandung;Mid End;Yes;No;No;No;No;No;Credit;66,69;No;107,60981;-6,914744;3308,5;Combination 11
4439;4439;23;Bandung;Mid End;Yes;No;Yes;No;Yes;Yes;Pulsa;102,115;No;107,60981;-6,914744;4065,1;Combination 15
4441;4441;4;Bandung;Mid End;No;No;No;No;No;No;Pulsa;65,91;No;107,60981;-6,914744;5574,4;Combination 2
4442;4442;19;Bandung;Mid End;No;No;No;No;No;No;Debit;58,5;No;107,60981;-6,914744;5874,7;Combination 2
4447;4447;9;Bandung;Mid End;No;No;No;No;No;Yes;Digital Wallet;77,87;No;107,60981;-6,914744;7038,2;Combination 2
4448;4448;26;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;117,13;No;107,60981;-6,914744;2688,4;Combination 13
4449;4449;44;Bandung;Mid End;No;Yes;Yes;Yes;Yes;No;Pulsa;92,235;No;107,60981;-6,914744;4781,4;Combination 4
4450;4450;3;Bandung;Mid End;No;Yes;No;No;No;No;Digital Wallet;37,96;No;107,60981;-6,914744;6108,7;Combination 8
4451;4451;2;Bandung;Mid End;No;No;No;No;No;No;Debit;60,58;No;107,60981;-6,914744;6624,8;Combination 2
4455;4455;59;Bandung;Mid End;Yes;No;Yes;Yes;Yes;No;Digital Wallet;99,385;No;107,60981;-6,914744;7771,4;Combination 15
4456;4456;44;Bandung;Mid End;Yes;No;Yes;No;Yes;Yes;Pulsa;70,2;No;107,60981;-6,914744;5532,8;Combination 15
4459;4459;9;Bandung;Mid End;No;No;No;No;No;No;Pulsa;32,435;No;107,60981;-6,914744;7114,9;Combination 2
4463;4463;1;Bandung;Mid End;No;No;No;No;No;No;Digital Wallet;58,37;No;107,60981;-6,914744;3186,3;Combination 2
4469;4469;17;Bandung;Mid End;Yes;Yes;No;No;No;No;Credit;72,15;No;107,60981;-6,914744;4147;Combination 1
4473;4473;57;Bandung;Mid End;Yes;Yes;No;No;No;No;Pulsa;69,485;No;107,60981;-6,914744;7358;Combination 1
4477;4477;17;Bandung;Mid End;No;No;Yes;Yes;Yes;No;Digital Wallet;89,7;No;107,60981;-6,914744;5770,7;Combination 3
4482;4482;25;Bandung;Mid End;No;Yes;Yes;No;No;No;Digital Wallet;69,745;No;107,60981;-6,914744;7610,2;Combination 14
4485;4485;49;Bandung;Mid End;Yes;No;No;No;Yes;No;Debit;52,845;No;107,60981;-6,914744;7234,5;Combination 12
4486;4486;29;Bandung;Mid End;Yes;Yes;Yes;Yes;No;Yes;Credit;71,955;No;107,60981;-6,914744;6679,4;Combination 17
4489;4489;71;Bandung;Mid End;Yes;No;Yes;Yes;Yes;Yes;Pulsa;108,16;No;107,60981;-6,914744;6955;Combination 15
4490;4490;70;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;117,065;No;107,60981;-6,914744;6065,8;Combination 13
4492;4492;61;Bandung;Mid End;Yes;Yes;Yes;Yes;No;No;Debit;88,465;No;107,60981;-6,914744;5766,8;Combination 17
4497;4497;33;Bandung;Mid End;Yes;Yes;Yes;No;Yes;Yes;Debit;77,285;No;107,60981;-6,914744;4050,8;Combination 13
4500;4500;7;Bandung;Mid End;No;No;No;No;No;No;Digital Wallet;57,07;No;107,60981;-6,914744;4634,5;Combination 2
4503;4503;53;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;109,98;No;107,60981;-6,914744;6152,9;Combination 4
4507;4507;35;Bandung;Mid End;No;No;Yes;No;No;Yes;Pulsa;80,73;No;107,60981;-6,914744;6909,5;Combination 5
4511;4511;59;Bandung;Mid End;No;No;No;Yes;Yes;Yes;Pulsa;67,21;No;107,60981;-6,914744;7939,1;Combination 9
4513;4513;40;Bandung;Mid End;Yes;Yes;No;No;Yes;No;Digital Wallet;84,63;No;107,60981;-6,914744;5050,5;Combination 10
4515;4515;63;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;No;Credit;96,85;No;107,60981;-6,914744;8296,6;Combination 13
4517;4517;40;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Digital Wallet;78,39;No;107,60981;-6,914744;4841,2;Combination 4
4520;4520;9;Bandung;Mid End;No;Yes;Yes;No;No;Yes;Credit;89,765;No;107,60981;-6,914744;3779,1;Combination 14
4521;4521;31;Bandung;Mid End;No;No;No;No;No;Yes;Debit;77,61;No;107,60981;-6,914744;3152,5;Combination 2
4523;4523;9;Bandung;Mid End;No;Yes;No;No;No;Yes;Pulsa;52,975;No;107,60981;-6,914744;3864,9;Combination 8
4525;4525;1;Bandung;Mid End;No;No;No;No;No;No;Pulsa;60,19;No;107,60981;-6,914744;3309,8;Combination 2
4526;4526;45;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;No;Digital Wallet;105,69;No;107,60981;-6,914744;4044,3;Combination 13
4528;4528;38;Bandung;Mid End;Yes;Yes;Yes;No;No;No;Debit;85,995;No;107,60981;-6,914744;6412,9;Combination 17
4530;4530;34;Bandung;Mid End;No;Yes;No;No;No;No;Pulsa;64,74;No;107,60981;-6,914744;3524,3;Combination 8
4532;4532;13;Bandung;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;71,695;No;107,60981;-6,914744;4109,3;Combination 11
4536;4536;55;Bandung;Mid End;No;No;Yes;No;Yes;Yes;Debit;65,065;No;107,60981;-6,914744;6411,6;Combination 3
