;index;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination;Result;prediction_confidence;prediction;Churn_Risk;customer_priority
673;3915;3915;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;106,816666;-6,2;4449,9;Combination 6;TN;0,522219469;0;Low;Moderate
674;3920;3920;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26;No;106,816666;-6,2;3517,8;Combination 6;FP;0,543102492;1;Threatening;Moderate
675;3927;3927;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,93;No;106,816666;-6,2;7117,5;Combination 6;TN;0,939162412;0;Least Concern;Low
676;3935;3935;55;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;24,83;No;106,816666;-6,2;5708,3;Combination 6;TN;0,896606226;0;Low;Low
677;3936;3936;20;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;106,816666;-6,2;3278,6;Combination 6;TN;0,608731281;0;Low;Low
678;3938;3938;43;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,545;No;106,816666;-6,2;4781,4;Combination 6;TN;0,83623856;0;Low;Low
679;3941;3941;7;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,285;No;106,816666;-6,2;6609,2;Combination 6;FP;0,532881781;1;Notable;High
680;3945;3945;39;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;106,816666;-6,2;5127,2;Combination 6;TN;0,782529144;0;Low;Low
681;3946;3946;68;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,915;No;106,816666;-6,2;7854,6;Combination 6;TN;0,928259618;0;Least Concern;Low
682;3949;3949;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,845;No;106,816666;-6,2;6580,6;Combination 6;TN;0,847581331;0;Low;Low
683;3951;3951;53;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,265;No;106,816666;-6,2;6324,5;Combination 6;TN;0,888132972;0;Low;Low
684;3952;3952;39;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,585;No;106,816666;-6,2;2814,5;Combination 6;TN;0,810610244;0;Low;Low
685;3953;3953;63;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,025;No;106,816666;-6,2;5899,4;Combination 6;TN;0,912104341;0;Low;Low
686;3954;3954;15;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;34,255;No;106,816666;-6,2;3539,9;Combination 6;TN;0,511951403;0;Low;Moderate
687;3957;3957;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;106,816666;-6,2;7702,5;Combination 6;FP;0,597846853;1;Threatening;High
688;3961;3961;42;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,325;No;106,816666;-6,2;5770,7;Combination 6;TN;0,804216417;0;Low;Low
689;3964;3964;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;106,816666;-6,2;7686,9;Combination 6;TN;0,797174531;0;Low;Low
690;3965;3965;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,09;No;106,816666;-6,2;5434;Combination 6;TN;0,82379037;0;Low;Low
691;3969;3969;52;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;7061,6;Combination 6;TN;0,864615484;0;Low;Low
692;3974;3974;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,39;No;106,816666;-6,2;5430,1;Combination 6;TN;0,522219469;0;Low;Moderate
693;3980;3980;42;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,155;No;106,816666;-6,2;4462,9;Combination 6;TN;0,804216417;0;Low;Low
694;3983;3983;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,715;No;106,816666;-6,2;6379,1;Combination 6;TN;0,500168745;0;Low;Moderate
695;3990;3990;24;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,585;No;106,816666;-6,2;6097;Combination 6;TN;0,724228267;0;Low;Moderate
696;3993;3993;42;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;29,835;No;106,816666;-6,2;6045;Combination 6;TN;0,775449909;0;Low;Low
697;3994;3994;64;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,285;No;106,816666;-6,2;6646,9;Combination 6;TN;0,938817654;0;Least Concern;Low
698;3995;3995;19;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,61;No;106,816666;-6,2;5760,3;Combination 6;TN;0,678061941;0;Low;Moderate
699;4000;4000;68;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,475;No;106,816666;-6,2;7064,2;Combination 6;TN;0,928259618;0;Least Concern;Low
700;4005;4005;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;106,816666;-6,2;3463,2;Combination 6;FP;0,597846853;1;Threatening;Moderate
701;4006;4006;37;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,805;No;106,816666;-6,2;7419,1;Combination 6;TN;0,796687578;0;Low;Low
702;4007;4007;13;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,935;No;106,816666;-6,2;2927,6;Combination 6;FP;0,51011031;1;Notable;Low
703;4008;4008;43;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;34,385;No;106,816666;-6,2;5045,3;Combination 6;TN;0,83623856;0;Low;Low
704;4017;4017;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,02;No;106,816666;-6,2;6591;Combination 6;TN;0,810147866;0;Low;Low
705;4023;4023;68;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,935;No;106,816666;-6,2;8439,6;Combination 6;TN;0,938990261;0;Least Concern;Low
706;4033;4033;31;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,475;No;106,816666;-6,2;7113,6;Combination 6;TN;0,716551654;0;Low;Moderate
707;4036;4036;68;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,2;No;106,816666;-6,2;7072;Combination 6;TN;0,938990261;0;Least Concern;Low
708;4037;4037;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,22;No;106,816666;-6,2;4826,9;Combination 6;TN;0,565238556;0;Low;Moderate
709;4043;4043;46;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,935;No;106,816666;-6,2;5207,8;Combination 6;TN;0,804689758;0;Low;Low
710;4044;4044;40;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,98;No;106,816666;-6,2;3381,3;Combination 6;TN;0,78994552;0;Low;Low
711;4050;4050;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,26;No;106,816666;-6,2;5547,1;Combination 6;FP;0,607692583;1;Threatening;Moderate
712;4052;4052;26;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,325;No;106,816666;-6,2;6705,4;Combination 6;TN;0,741502906;0;Low;Moderate
713;4055;4055;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,415;No;106,816666;-6,2;7198,1;Combination 6;FP;0,512365919;1;Notable;High
714;4058;4058;34;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,28;No;106,816666;-6,2;7610,2;Combination 6;TN;0,803267132;0;Low;Low
715;4067;4067;19;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,33;No;106,816666;-6,2;3091,4;Combination 6;TN;0,678061941;0;Low;Low
716;4068;4068;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,35;No;106,816666;-6,2;4878,9;Combination 6;FP;0,597846853;1;Threatening;Moderate
717;4071;4071;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,085;No;106,816666;-6,2;5353,4;Combination 6;TN;0,956219898;0;Least Concern;Low
718;4072;4072;67;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,65;No;106,816666;-6,2;5740,8;Combination 6;TN;0,9364126;0;Least Concern;Low
719;4073;4073;52;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;27,105;No;106,816666;-6,2;6351,8;Combination 6;TN;0,90035666;0;Low;Low
720;4075;4075;26;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,8;No;106,816666;-6,2;2917,2;Combination 6;TN;0,669686337;0;Low;Low
721;4078;4078;33;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;106,816666;-6,2;4810;Combination 6;TN;0,734130634;0;Low;Low
722;4080;4080;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,96;No;106,816666;-6,2;4397,9;Combination 6;FP;0,597846853;1;Threatening;Moderate
723;4083;4083;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,52;No;106,816666;-6,2;5902;Combination 6;FP;0,597846853;1;Threatening;High
724;4088;4088;19;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,78;No;106,816666;-6,2;2958,8;Combination 6;TN;0,598171375;0;Low;Low
725;4089;4089;9;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,52;No;106,816666;-6,2;6994;Combination 6;FP;0,51086223;1;Notable;High
726;4091;4091;24;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,39;No;106,816666;-6,2;4862;Combination 6;TN;0,649878522;0;Low;Moderate
727;4092;4092;11;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;106,816666;-6,2;4850,3;Combination 6;TN;0,511199555;0;Low;Moderate
728;4093;4093;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,5;No;106,816666;-6,2;3082,3;Combination 6;FP;0,597846853;1;Threatening;Moderate
729;4095;4095;9;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;106,816666;-6,2;3155,1;Combination 6;FP;0,51086223;1;Notable;Moderate
730;4101;4101;67;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,63;No;106,816666;-6,2;8304,4;Combination 6;TN;0,945994701;0;Least Concern;Low
731;4103;4103;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;5565,3;Combination 6;FP;0,554773974;1;Threatening;Moderate
732;4104;4104;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;5302,7;Combination 6;FP;0,587192399;1;Threatening;Moderate
733;4106;4106;9;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,52;No;106,816666;-6,2;5453,5;Combination 6;FP;0,51086223;1;Notable;Moderate
734;4107;4107;67;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;34,19;No;106,816666;-6,2;7885,8;Combination 6;TN;0,925264672;0;Least Concern;Low
735;4108;4108;8;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,91;No;106,816666;-6,2;4329;Combination 6;FP;0,521882636;1;Notable;Moderate
736;4109;4109;17;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,285;No;106,816666;-6,2;6951,1;Combination 6;TN;0,658500262;0;Low;Moderate
737;4113;4113;32;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,455;No;106,816666;-6,2;3162,9;Combination 6;TN;0,788945199;0;Low;Low
738;4125;4125;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,48;No;106,816666;-6,2;3754,4;Combination 6;TN;0,619899595;0;Low;Low
739;4126;4126;64;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,265;No;106,816666;-6,2;5956,6;Combination 6;TN;0,915578555;0;Low;Low
740;4134;4134;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,715;No;106,816666;-6,2;4673,5;Combination 6;TN;0,500168745;0;Low;Moderate
741;4144;4144;60;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,135;No;106,816666;-6,2;7083,7;Combination 6;TN;0,927857822;0;Least Concern;Low
742;4145;4145;9;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,195;No;106,816666;-6,2;5205,2;Combination 6;FP;0,51086223;1;Notable;Moderate
743;4149;4149;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,65;No;106,816666;-6,2;4202,9;Combination 6;FP;0,522633396;1;Notable;Moderate
744;4154;4154;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,52;No;106,816666;-6,2;3900;Combination 6;FP;0,587192399;1;Threatening;Moderate
745;4155;4155;17;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,195;No;106,816666;-6,2;6045;Combination 6;TN;0,576785213;0;Low;Moderate
746;4160;4160;50;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,22;No;106,816666;-6,2;8102,9;Combination 6;TN;0,892153789;0;Low;Low
747;4163;4163;56;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,735;No;106,816666;-6,2;5519,8;Combination 6;TN;0,900626286;0;Low;Low
748;4164;4164;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,83;No;106,816666;-6,2;4306,9;Combination 6;FP;0,597846853;1;Threatening;Moderate
749;4170;4170;44;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,35;No;106,816666;-6,2;5486;Combination 6;TN;0,863909496;0;Low;Low
750;4171;4171;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,435;No;106,816666;-6,2;5337,8;Combination 6;TN;0,950330383;0;Least Concern;Low
751;4172;4172;68;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,35;No;106,816666;-6,2;7075,9;Combination 6;TN;0,938990261;0;Least Concern;Low
752;4175;4175;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,7;No;106,816666;-6,2;3928,6;Combination 6;FP;0,565646212;1;Threatening;Moderate
753;4177;4177;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,455;No;106,816666;-6,2;4109,3;Combination 6;TN;0,531719639;0;Low;Moderate
754;4183;4183;36;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;24,96;No;106,816666;-6,2;3955,9;Combination 6;TN;0,789445795;0;Low;Low
755;4187;4187;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,635;No;106,816666;-6,2;7696;Combination 6;FP;0,543849055;1;Threatening;High
756;4196;4196;29;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;3823,3;Combination 6;TN;0,698288054;0;Low;Low
757;4197;4197;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,765;No;106,816666;-6,2;3499,6;Combination 6;TN;0,659852284;0;Low;Low
758;4200;4200;14;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,155;No;106,816666;-6,2;3120;Combination 6;TN;0,54418393;0;Low;Low
759;4204;4204;24;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,325;No;106,816666;-6,2;3900;Combination 6;TN;0,649878522;0;Low;Low
760;4207;4207;50;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,155;No;106,816666;-6,2;6821,1;Combination 6;TN;0,853947605;0;Low;Low
761;4210;4210;21;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;27,105;No;106,816666;-6,2;7048,6;Combination 6;TN;0,697018658;0;Low;Moderate
762;4211;4211;17;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,155;No;106,816666;-6,2;2840,5;Combination 6;TN;0,576785213;0;Low;Low
763;4213;4213;51;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,15;No;106,816666;-6,2;7081,1;Combination 6;TN;0,859366122;0;Low;Low
764;4215;4215;27;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,48;No;106,816666;-6,2;3764,8;Combination 6;TN;0,679374226;0;Low;Low
765;4216;4216;3;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;106,816666;-6,2;5535,4;Combination 6;FP;0,576455649;1;Threatening;Moderate
766;4220;4220;58;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,39;No;106,816666;-6,2;5751,2;Combination 6;TN;0,92172208;0;Least Concern;Low
767;4222;4222;15;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,74;No;106,816666;-6,2;5417,1;Combination 6;TN;0,555107389;0;Low;Moderate
768;4225;4225;58;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;24,895;No;107,60981;-6,914744;8240,7;Combination 6;TN;0,908251004;0;Low;Low
769;4226;4226;3;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,83;No;107,60981;-6,914744;5021,9;Combination 6;FP;0,576455649;1;Threatening;Moderate
770;4228;4228;3;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,325;No;107,60981;-6,914744;5630,3;Combination 6;FP;0,576455649;1;Threatening;Moderate
771;4230;4230;68;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,15;No;107,60981;-6,914744;6736,6;Combination 6;TN;0,938990261;0;Least Concern;Low
772;4234;4234;40;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,52;No;107,60981;-6,914744;4160;Combination 6;TN;0,817292568;0;Low;Low
773;4236;4236;6;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;107,60981;-6,914744;4084,6;Combination 6;FP;0,543849055;1;Threatening;Moderate
774;4237;4237;5;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,545;No;107,60981;-6,914744;3741,4;Combination 6;TN;0,531719639;0;Low;Moderate
775;4240;4240;17;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,065;No;107,60981;-6,914744;6276,4;Combination 6;TN;0,658500262;0;Low;Moderate
776;4245;4245;2;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;107,60981;-6,914744;3387,8;Combination 6;FP;0,587192399;1;Threatening;Moderate
777;4247;4247;24;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,11;No;107,60981;-6,914744;6892,6;Combination 6;TN;0,649878522;0;Low;Moderate
778;4253;4253;7;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,975;No;107,60981;-6,914744;5818,8;Combination 6;FP;0,532881781;1;Notable;Moderate
779;4256;4256;63;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,415;No;107,60981;-6,914744;7802,6;Combination 6;TN;0,912104341;0;Low;Low
780;4260;4260;24;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;107,60981;-6,914744;6034,6;Combination 6;TN;0,649878522;0;Low;Moderate
781;4263;4263;65;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,805;No;107,60981;-6,914744;7811,7;Combination 6;TN;0,941303931;0;Least Concern;Low
782;4264;4264;26;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,545;No;107,60981;-6,914744;5439,2;Combination 6;TN;0,741502906;0;Low;Low
783;4266;4266;5;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;107,60981;-6,914744;4358,9;Combination 6;FP;0,554773974;1;Threatening;Moderate
784;4271;4271;11;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,715;No;107,60981;-6,914744;5162,3;Combination 6;TN;0,511199555;0;Low;Moderate
785;4283;4283;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,13;No;107,60981;-6,914744;5977,4;Combination 6;TN;0,948352993;0;Least Concern;Low
786;4284;4284;47;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;107,60981;-6,914744;6737,9;Combination 6;TN;0,836650208;0;Low;Low
787;4286;4286;65;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,24;No;107,60981;-6,914744;7573,8;Combination 6;TN;0,941303931;0;Least Concern;Low
788;4289;4289;14;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,52;No;107,60981;-6,914744;5922,8;Combination 6;TN;0,54418393;0;Low;Moderate
789;4290;4290;13;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;107,60981;-6,914744;7346,3;Combination 6;TN;0,533217796;0;Low;Moderate
790;4296;4296;69;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,455;No;107,60981;-6,914744;6744,4;Combination 6;TN;0,950330383;0;Least Concern;Low
791;4299;4299;13;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,105;No;107,60981;-6,914744;4111,9;Combination 6;TN;0,533217796;0;Low;Moderate
792;4308;4308;4;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;107,60981;-6,914744;5974,8;Combination 6;FP;0,565646212;1;Threatening;Moderate
793;4310;4310;33;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;107,60981;-6,914744;4344,6;Combination 6;TN;0,734130634;0;Low;Low
794;4315;4315;15;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,76;No;106,816666;-6,2;5734,3;Combination 6;TN;0,555107389;0;Low;Moderate
795;4316;4316;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,87;No;106,816666;-6,2;3962,4;Combination 6;TN;0,732954368;0;Low;Low
796;4318;4318;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,39;No;106,816666;-6,2;5551;Combination 6;FP;0,597846853;1;Threatening;Moderate
797;4319;4319;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;24,96;No;106,816666;-6,2;3530,8;Combination 6;FP;0,63876677;1;Threatening;Moderate
798;4325;4325;64;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,215;No;106,816666;-6,2;5605,6;Combination 6;TN;0,915578555;0;Low;Low
799;4326;4326;28;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,325;No;106,816666;-6,2;5818,8;Combination 6;TN;0,688909967;0;Low;Moderate
800;4331;4331;0;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;2624,7;Combination 6;FP;0,608409703;1;Threatening;Low
801;4332;4332;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,155;No;106,816666;-6,2;3325,4;Combination 6;TN;0,565238556;0;Low;Low
802;4333;4333;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;32,5;No;106,816666;-6,2;5730,4;Combination 6;FP;0,521131776;1;Notable;Moderate
803;4334;4334;55;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,39;No;106,816666;-6,2;6698,9;Combination 6;TN;0,879378524;0;Low;Low
804;4339;4339;16;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,13;No;106,816666;-6,2;5908,5;Combination 6;TN;0,608014369;0;Low;Moderate
805;4342;4342;23;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,17;No;106,816666;-6,2;5298,8;Combination 6;TN;0,639771965;0;Low;Moderate
806;4348;4348;21;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;4721,6;Combination 6;TN;0,619190345;0;Low;Moderate
807;4351;4351;19;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,545;No;106,816666;-6,2;7274,8;Combination 6;TN;0,598171375;0;Low;Moderate
808;4358;4358;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,87;No;106,816666;-6,2;7525,7;Combination 6;TN;0,946148221;0;Least Concern;Low
809;4359;4359;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,22;No;106,816666;-6,2;4108;Combination 6;FP;0,597846853;1;Threatening;Moderate
810;4360;4360;68;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,565;No;106,816666;-6,2;5443,1;Combination 6;TN;0,948205414;0;Least Concern;Low
811;4362;4362;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,09;No;106,816666;-6,2;3911,7;Combination 6;FP;0,587192399;1;Threatening;Moderate
812;4364;4364;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,215;No;106,816666;-6,2;8352,5;Combination 6;TN;0,956219898;0;Least Concern;Low
