;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination
2631;2631;60;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;143;No;107,60981;-6,914744;6438,9;Combination 13
2632;2632;47;Bandung;High End;Yes;No;Yes;No;Yes;No;Credit;123,37;No;107,60981;-6,914744;5863;Combination 15
2633;2633;50;Bandung;High End;No;No;No;No;No;No;Debit;90,675;No;107,60981;-6,914744;5900,7;Combination 2
2638;2638;68;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;149,11;No;107,60981;-6,914744;7372,3;Combination 13
2640;2640;56;Bandung;High End;No;No;No;No;No;Yes;Pulsa;105,17;No;107,60981;-6,914744;6947,2;Combination 2
2642;2642;14;Bandung;High End;No;No;No;No;No;No;Pulsa;91,26;No;107,60981;-6,914744;7564,7;Combination 2
2644;2644;43;Bandung;High End;No;No;Yes;No;Yes;Yes;Debit;129,09;No;107,60981;-6,914744;4264;Combination 3
2652;2652;72;Bandung;High End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;146,12;No;107,60981;-6,914744;7987,2;Combination 13
2657;2657;24;Bandung;High End;Yes;No;No;Yes;No;Yes;Pulsa;116,025;No;107,60981;-6,914744;7066,8;Combination 11
2661;2661;59;Jakarta;High End;No;Yes;No;Yes;No;Yes;Debit;125,645;No;106,816666;-6,2;6845,8;Combination 8
2663;2663;59;Jakarta;High End;No;Yes;No;No;No;No;Credit;102,96;No;106,816666;-6,2;7020;Combination 8
2664;2664;3;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,415;No;106,816666;-6,2;7797,4;Combination 2
2666;2666;46;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;128,505;No;106,816666;-6,2;3433,3;Combination 3
2669;2669;32;Jakarta;High End;Yes;No;No;Yes;No;No;Debit;113,945;No;106,816666;-6,2;3153,8;Combination 11
2670;2670;16;Jakarta;High End;No;No;No;No;No;No;Credit;97,175;No;106,816666;-6,2;4646,2;Combination 2
2671;2671;51;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Debit;139,685;No;106,816666;-6,2;7079,8;Combination 13
2674;2674;71;Jakarta;High End;Yes;No;Yes;Yes;No;Yes;Pulsa;130,585;No;106,816666;-6,2;8022,3;Combination 16
2676;2676;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;104,715;No;106,816666;-6,2;4100,2;Combination 9
2678;2678;67;Jakarta;High End;Yes;Yes;No;Yes;No;No;Pulsa;116,415;No;106,816666;-6,2;8052,2;Combination 1
2682;2682;54;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Pulsa;136,76;No;106,816666;-6,2;7209,8;Combination 7
2684;2684;9;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;103,675;No;106,816666;-6,2;6050,2;Combination 2
2685;2685;63;Jakarta;High End;No;Yes;No;No;Yes;Yes;Debit;126,685;No;106,816666;-6,2;6199,7;Combination 7
2691;2691;32;Jakarta;High End;No;Yes;No;No;Yes;Yes;Credit;128,505;No;106,816666;-6,2;5175,3;Combination 7
2694;2694;52;Jakarta;High End;No;No;Yes;No;No;Yes;Credit;116,285;No;106,816666;-6,2;7001,8;Combination 5
2695;2695;48;Jakarta;High End;Yes;Yes;No;No;Yes;Yes;Credit;136,825;No;106,816666;-6,2;5557,5;Combination 10
2697;2697;20;Jakarta;High End;No;No;No;No;No;No;Credit;91,715;No;106,816666;-6,2;7527;Combination 2
2703;2703;47;Jakarta;High End;No;No;No;No;Yes;No;Credit;111,865;No;106,816666;-6,2;7185,1;Combination 9
2706;2706;26;Jakarta;High End;Yes;Yes;No;No;No;No;Pulsa;106,535;No;106,816666;-6,2;3662,1;Combination 1
2707;2707;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;149,045;No;106,816666;-6,2;7030,4;Combination 13
2714;2714;11;Jakarta;High End;No;No;No;No;No;No;Credit;97,76;No;106,816666;-6,2;6750,9;Combination 2
2716;2716;32;Jakarta;High End;Yes;No;No;No;No;No;Debit;98,15;No;106,816666;-6,2;4070,3;Combination 11
2726;2726;62;Jakarta;High End;No;Yes;Yes;No;Yes;No;Credit;127,335;No;106,816666;-6,2;7056,4;Combination 4
2727;2727;60;Jakarta;High End;Yes;Yes;No;No;No;Yes;Credit;122,33;No;106,816666;-6,2;6847,1;Combination 1
2728;2728;23;Jakarta;High End;Yes;No;No;No;Yes;Yes;Pulsa;123,63;No;106,816666;-6,2;5232,5;Combination 12
2736;2736;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;148,2;No;106,816666;-6,2;5925,4;Combination 13
2737;2737;32;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;130,52;No;106,816666;-6,2;6302,4;Combination 7
2739;2739;13;Jakarta;High End;Yes;No;No;No;No;No;Credit;104;No;106,816666;-6,2;7250,1;Combination 11
2741;2741;43;Jakarta;High End;No;Yes;No;Yes;Yes;No;Pulsa;122,59;No;106,816666;-6,2;2652;Combination 7
2744;2744;53;Jakarta;High End;No;No;No;Yes;Yes;Yes;Pulsa;121,485;No;106,816666;-6,2;6110;Combination 9
2745;2745;18;Jakarta;High End;Yes;No;Yes;No;Yes;No;Digital Wallet;114,27;No;106,816666;-6,2;6749,6;Combination 15
2747;2747;71;Jakarta;High End;No;No;Yes;No;Yes;Yes;Debit;135,265;No;106,816666;-6,2;5346,9;Combination 3
2748;2748;35;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Pulsa;129,025;No;106,816666;-6,2;4217,2;Combination 3
2749;2749;3;Jakarta;High End;No;No;Yes;No;No;Yes;Credit;111,41;No;106,816666;-6,2;7547,8;Combination 5
2750;2750;38;Jakarta;High End;Yes;Yes;No;No;Yes;Yes;Pulsa;136,305;No;106,816666;-6,2;3521,7;Combination 10
2758;2758;17;Jakarta;High End;Yes;No;No;No;No;No;Pulsa;102,57;No;106,816666;-6,2;3070,6;Combination 11
2759;2759;37;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Credit;135,85;No;106,816666;-6,2;6255,6;Combination 7
2763;2763;3;Jakarta;High End;No;No;No;No;No;No;Pulsa;91,195;No;106,816666;-6,2;2896,4;Combination 2
2765;2765;56;Jakarta;High End;Yes;Yes;Yes;No;No;No;Pulsa;121,095;No;106,816666;-6,2;6211,4;Combination 17
2766;2766;7;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,415;No;106,816666;-6,2;6115,2;Combination 2
2775;2775;30;Jakarta;High End;Yes;Yes;Yes;No;No;No;Debit;117,52;No;106,816666;-6,2;4122,3;Combination 17
2776;2776;49;Jakarta;High End;Yes;No;No;No;Yes;Yes;Digital Wallet;131,105;No;106,816666;-6,2;7042,1;Combination 12
2778;2778;47;Jakarta;High End;No;Yes;No;No;Yes;No;Pulsa;113,36;No;106,816666;-6,2;4888;Combination 7
2781;2781;54;Jakarta;High End;Yes;Yes;No;Yes;Yes;Yes;Pulsa;137,605;No;106,816666;-6,2;7689,5;Combination 10
2782;2782;61;Jakarta;High End;No;Yes;Yes;Yes;Yes;No;Digital Wallet;127,79;No;106,816666;-6,2;7036,9;Combination 4
2788;2788;23;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;117,585;No;106,816666;-6,2;6853,6;Combination 9
2789;2789;45;Jakarta;High End;Yes;Yes;No;No;Yes;Yes;Pulsa;136,695;No;106,816666;-6,2;7689,5;Combination 10
2790;2790;24;Jakarta;High End;No;Yes;Yes;No;No;No;Debit;108,095;No;106,816666;-6,2;3125,2;Combination 14
2791;2791;56;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Debit;134,16;No;106,816666;-6,2;5894,2;Combination 3
2793;2793;55;Jakarta;High End;No;No;Yes;Yes;Yes;No;Credit;115,44;No;106,816666;-6,2;5578,3;Combination 3
2798;2798;2;Jakarta;High End;Yes;No;No;Yes;No;No;Pulsa;104,195;No;106,816666;-6,2;6826,3;Combination 11
2800;2800;69;Jakarta;High End;No;No;No;Yes;Yes;Yes;Credit;123,76;No;106,816666;-6,2;8015,8;Combination 9
2801;2801;56;Jakarta;High End;Yes;No;No;No;Yes;Yes;Credit;123,24;No;106,816666;-6,2;7400,9;Combination 12
2802;2802;4;Jakarta;High End;Yes;No;No;No;No;No;Pulsa;104,325;No;106,816666;-6,2;4976,4;Combination 11
2804;2804;62;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;150,215;No;106,816666;-6,2;8253,7;Combination 13
2808;2808;49;Jakarta;High End;Yes;Yes;Yes;No;No;No;Pulsa;114,66;No;106,816666;-6,2;7783,1;Combination 17
2809;2809;62;Jakarta;High End;Yes;No;No;No;Yes;Yes;Debit;131,495;No;106,816666;-6,2;7455,5;Combination 12
2811;2811;71;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;No;Pulsa;129,22;No;106,816666;-6,2;6453,2;Combination 13
2815;2815;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;149,305;No;106,816666;-6,2;6234,8;Combination 13
2818;2818;72;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Pulsa;137,15;No;106,816666;-6,2;7216,3;Combination 15
2821;2821;30;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;139,75;No;106,816666;-6,2;4022,2;Combination 4
2826;2826;67;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Debit;144,56;No;106,816666;-6,2;7878;Combination 4
2828;2828;20;Jakarta;High End;No;No;No;No;Yes;No;Debit;104,91;No;106,816666;-6,2;4044,3;Combination 9
2829;2829;5;Jakarta;High End;No;No;No;No;No;No;Pulsa;98,28;No;106,816666;-6,2;4509,7;Combination 2
2831;2831;72;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Credit;143,78;No;106,816666;-6,2;7077,2;Combination 4
2843;2843;32;Jakarta;High End;Yes;Yes;Yes;No;No;Yes;Digital Wallet;123,24;No;106,816666;-6,2;6874,4;Combination 17
2854;2854;15;Jakarta;High End;No;Yes;No;No;No;No;Debit;97,955;No;106,816666;-6,2;6358,3;Combination 8
2860;2860;57;Jakarta;High End;No;No;Yes;No;Yes;Yes;Credit;130,975;No;106,816666;-6,2;8260,2;Combination 3
2868;2868;9;Jakarta;High End;No;No;No;No;No;No;Credit;97,76;No;106,816666;-6,2;7593,3;Combination 2
2869;2869;48;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Debit;144,885;No;106,816666;-6,2;3014,7;Combination 13
2870;2870;10;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;91,195;No;106,816666;-6,2;5151,9;Combination 2
2873;2873;61;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;106,795;No;106,816666;-6,2;5525;Combination 8
2874;2874;54;Jakarta;High End;Yes;No;Yes;Yes;No;No;Pulsa;109,72;No;106,816666;-6,2;5400,2;Combination 16
2877;2877;23;Jakarta;High End;No;Yes;No;No;Yes;Yes;Digital Wallet;123,89;No;106,816666;-6,2;6537,7;Combination 7
2884;2884;61;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Debit;127,985;No;106,816666;-6,2;5200;Combination 7
2885;2885;2;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;91,91;No;106,816666;-6,2;3104,4;Combination 2
2887;2887;48;Jakarta;High End;Yes;No;Yes;Yes;Yes;Yes;Credit;133,25;No;106,816666;-6,2;4240,6;Combination 15
2892;2892;29;Jakarta;High End;No;Yes;Yes;No;No;No;Pulsa;111,54;No;106,816666;-6,2;3338,4;Combination 14
2895;2895;62;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;144,04;No;106,816666;-6,2;5597,8;Combination 4
2896;2896;4;Jakarta;High End;No;No;Yes;No;No;Yes;Credit;107,705;No;106,816666;-6,2;4100,2;Combination 5
2897;2897;24;Jakarta;High End;Yes;No;No;Yes;No;No;Pulsa;109,655;No;106,816666;-6,2;2857,4;Combination 11
2904;2904;71;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Credit;135,33;No;106,816666;-6,2;6103,5;Combination 15
2905;2905;43;Jakarta;High End;No;No;Yes;No;No;Yes;Debit;120,315;No;106,816666;-6,2;5008,9;Combination 5
2906;2906;29;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Debit;131,885;No;106,816666;-6,2;6870,5;Combination 4
2907;2907;65;Jakarta;High End;Yes;Yes;Yes;Yes;No;No;Credit;122,915;No;106,816666;-6,2;5983,9;Combination 17
2908;2908;35;Jakarta;High End;No;No;Yes;Yes;Yes;No;Pulsa;124,15;No;106,816666;-6,2;4829,5;Combination 3
2909;2909;64;Jakarta;High End;Yes;Yes;No;No;Yes;Yes;Credit;130,39;No;106,816666;-6,2;6481,8;Combination 10
2912;2912;67;Jakarta;High End;No;Yes;No;No;No;Yes;Debit;116,415;No;106,816666;-6,2;7944,3;Combination 8
2914;2914;60;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;129,74;No;106,816666;-6,2;8076,9;Combination 7
2915;2915;70;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;146,965;No;106,816666;-6,2;5463,9;Combination 13
2918;2918;71;Jakarta;High End;Yes;Yes;Yes;Yes;No;No;Pulsa;119,6;No;106,816666;-6,2;5618,6;Combination 17
2919;2919;44;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;96,005;No;106,816666;-6,2;5686,2;Combination 5
2925;2925;65;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Credit;142,22;No;106,816666;-6,2;5787,6;Combination 13
2929;2929;58;Jakarta;High End;No;Yes;No;No;Yes;Yes;Debit;127,14;No;106,816666;-6,2;7824,7;Combination 7
2930;2930;52;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Pulsa;130,39;No;106,816666;-6,2;6254,3;Combination 15
2932;2932;41;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;144,495;No;106,816666;-6,2;6549,4;Combination 13
2933;2933;20;Jakarta;High End;No;No;No;Yes;Yes;Yes;Digital Wallet;128,115;No;106,816666;-6,2;4290;Combination 9
2940;2940;31;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;122,85;No;106,816666;-6,2;5133,7;Combination 7
2942;2942;36;Jakarta;High End;Yes;Yes;Yes;Yes;No;Yes;Credit;137,865;No;106,816666;-6,2;5856,5;Combination 17
2943;2943;42;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Pulsa;140,79;No;106,816666;-6,2;6637,8;Combination 3
2944;2944;60;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;129,545;No;106,816666;-6,2;6000,8;Combination 4
2945;2945;22;Jakarta;High End;Yes;No;No;Yes;Yes;No;Credit;124,67;No;106,816666;-6,2;4169,1;Combination 12
2948;2948;1;Jakarta;High End;No;Yes;No;No;No;No;Credit;96,98;No;106,816666;-6,2;7142,2;Combination 8
2951;2951;62;Jakarta;High End;Yes;Yes;No;No;No;Yes;Debit;119,99;No;106,816666;-6,2;8408,4;Combination 1
2953;2953;31;Jakarta;High End;No;No;Yes;No;Yes;No;Credit;115,245;No;106,816666;-6,2;6267,3;Combination 3
2954;2954;45;Jakarta;High End;No;Yes;Yes;No;No;Yes;Debit;124,735;No;106,816666;-6,2;6918,6;Combination 14
2955;2955;69;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Credit;137,02;No;106,816666;-6,2;7107,1;Combination 7
2960;2960;13;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;125,905;No;106,816666;-6,2;4027,4;Combination 3
2962;2962;71;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;128,96;No;106,816666;-6,2;6436,3;Combination 4
2963;2963;56;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;138,84;No;106,816666;-6,2;8009,3;Combination 4
2968;2968;11;Jakarta;High End;Yes;No;Yes;No;No;No;Debit;103,35;No;106,816666;-6,2;2961,4;Combination 16
2969;2969;52;Jakarta;High End;Yes;Yes;Yes;No;No;Yes;Debit;127,595;No;106,816666;-6,2;6659,9;Combination 17
2971;2971;51;Jakarta;High End;Yes;Yes;No;No;No;No;Debit;102,895;No;106,816666;-6,2;8217,3;Combination 1
2972;2972;64;Jakarta;High End;No;Yes;Yes;No;No;Yes;Pulsa;122,525;No;106,816666;-6,2;7826;Combination 14
2976;2976;45;Jakarta;High End;No;No;Yes;No;Yes;Yes;Debit;132,795;No;106,816666;-6,2;7008,3;Combination 3
2977;2977;18;Jakarta;High End;No;No;No;No;No;No;Pulsa;92,43;No;106,816666;-6,2;6384,3;Combination 2
2980;2980;23;Jakarta;High End;No;Yes;Yes;No;No;Yes;Debit;114,985;No;106,816666;-6,2;5118,1;Combination 14
2983;2983;14;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;110,24;No;106,816666;-6,2;3187,6;Combination 9
2986;2986;17;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;120,38;No;106,816666;-6,2;6182,8;Combination 9
2987;2987;56;Jakarta;High End;Yes;No;No;No;Yes;Yes;Pulsa;130,715;No;106,816666;-6,2;6301,1;Combination 12
2992;2992;63;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Credit;142,805;No;106,816666;-6,2;7507,5;Combination 4
2994;2994;3;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;124,02;No;106,816666;-6,2;3656,9;Combination 7
3005;3005;63;Bandung;High End;No;Yes;Yes;No;No;No;Credit;104,39;No;107,60981;-6,914744;6704,1;Combination 14
3009;3009;63;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Debit;136,175;No;107,60981;-6,914744;7646,6;Combination 4
3011;3011;25;Bandung;High End;No;No;No;Yes;Yes;No;Pulsa;111,67;No;107,60981;-6,914744;4098,9;Combination 9
3012;3012;6;Bandung;High End;No;No;Yes;No;No;No;Pulsa;105,04;No;107,60981;-6,914744;7294,3;Combination 5
3015;3015;39;Bandung;High End;No;No;Yes;Yes;No;No;Debit;105,95;No;107,60981;-6,914744;2654,6;Combination 5
3021;3021;4;Bandung;High End;No;No;No;No;No;No;Pulsa;90,155;No;107,60981;-6,914744;5382;Combination 2
3022;3022;55;Bandung;High End;No;Yes;Yes;No;No;No;Pulsa;106,015;No;107,60981;-6,914744;6717,1;Combination 14
3025;3025;11;Bandung;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;144,82;No;107,60981;-6,914744;4127,5;Combination 4
3029;3029;47;Bandung;High End;Yes;Yes;Yes;No;No;Yes;Pulsa;124,93;No;107,60981;-6,914744;7530,9;Combination 17
3038;3038;68;Bandung;High End;Yes;No;Yes;Yes;Yes;Yes;Debit;141,765;No;107,60981;-6,914744;8308,3;Combination 15
3040;3040;50;Bandung;High End;No;Yes;No;Yes;Yes;Yes;Pulsa;138,84;No;107,60981;-6,914744;7469,8;Combination 7
3046;3046;2;Bandung;High End;No;No;No;No;No;No;Pulsa;91,455;No;107,60981;-6,914744;6392,1;Combination 2
3047;3047;48;Bandung;High End;Yes;Yes;Yes;No;Yes;No;Debit;125,97;No;107,60981;-6,914744;3396,9;Combination 13
3050;3050;46;Bandung;High End;No;Yes;Yes;No;Yes;No;Pulsa;123,045;No;107,60981;-6,914744;5356;Combination 4
3051;3051;69;Bandung;High End;No;Yes;Yes;No;Yes;No;Credit;124,475;No;107,60981;-6,914744;7229,3;Combination 4
3053;3053;72;Bandung;High End;Yes;No;Yes;Yes;Yes;Yes;Credit;135,33;No;107,60981;-6,914744;6619,6;Combination 15
3055;3055;51;Bandung;High End;Yes;No;Yes;Yes;Yes;Yes;Pulsa;145,015;No;107,60981;-6,914744;5268,9;Combination 15
3066;3066;54;Bandung;High End;No;Yes;No;No;Yes;Yes;Debit;126,36;No;107,60981;-6,914744;6462,3;Combination 7
3068;3068;11;Bandung;High End;No;Yes;No;No;No;No;Digital Wallet;98,67;No;107,60981;-6,914744;5561,4;Combination 8
3069;3069;30;Bandung;High End;No;Yes;No;No;Yes;No;Pulsa;117,065;No;107,60981;-6,914744;4929,6;Combination 7
3071;3071;38;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;133,38;No;107,60981;-6,914744;7109,7;Combination 4
3077;3077;68;Bandung;High End;No;Yes;Yes;No;No;No;Credit;109,72;No;107,60981;-6,914744;6558,5;Combination 14
3081;3081;37;Bandung;High End;No;No;Yes;Yes;No;Yes;Pulsa;117,455;No;107,60981;-6,914744;4351,1;Combination 5
3083;3083;60;Bandung;High End;Yes;No;No;No;No;No;Pulsa;105,235;No;107,60981;-6,914744;8078,2;Combination 11
3088;3088;53;Jakarta;High End;Yes;Yes;Yes;No;No;No;Pulsa;118,04;No;106,816666;-6,2;6823,7;Combination 17
3092;3092;65;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Debit;141,44;No;106,816666;-6,2;6792,5;Combination 4
3093;3093;9;Jakarta;High End;No;No;No;No;No;No;Pulsa;99,905;No;106,816666;-6,2;6284,2;Combination 2
3096;3096;45;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;150,345;No;106,816666;-6,2;5166,2;Combination 13
3097;3097;8;Jakarta;High End;No;No;No;No;No;No;Credit;96,98;No;106,816666;-6,2;2784,6;Combination 2
3098;3098;66;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Debit;134,095;No;106,816666;-6,2;6061,9;Combination 13
3101;3101;4;Jakarta;High End;Yes;No;No;No;No;No;Pulsa;104,195;No;106,816666;-6,2;3693,3;Combination 11
3103;3103;67;Jakarta;High End;Yes;Yes;Yes;Yes;No;Yes;Credit;137,02;No;106,816666;-6,2;7413,9;Combination 17
3110;3110;27;Jakarta;High End;No;No;No;No;No;No;Pulsa;91,715;No;106,816666;-6,2;3294,2;Combination 2
3114;3114;70;Jakarta;High End;Yes;Yes;No;No;Yes;No;Credit;126,815;No;106,816666;-6,2;5916,3;Combination 10
3117;3117;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;148,785;No;106,816666;-6,2;8156,2;Combination 13
3120;3120;71;Jakarta;High End;No;Yes;No;Yes;No;No;Pulsa;110,24;No;106,816666;-6,2;7737,6;Combination 8
3124;3124;55;Jakarta;High End;No;Yes;Yes;Yes;No;No;Pulsa;117,585;No;106,816666;-6,2;6682;Combination 14
3125;3125;69;Jakarta;High End;No;Yes;Yes;Yes;Yes;No;Credit;126,945;No;106,816666;-6,2;7421,7;Combination 4
3126;3126;3;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;96,005;No;106,816666;-6,2;3728,4;Combination 5
3128;3128;5;Jakarta;High End;No;No;Yes;Yes;No;No;Pulsa;107,575;No;106,816666;-6,2;6849,7;Combination 5
3137;3137;3;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;140,335;No;106,816666;-6,2;7348,9;Combination 4
3138;3138;2;Jakarta;High End;No;Yes;No;No;Yes;No;Debit;108,94;No;106,816666;-6,2;3750,5;Combination 7
3141;3141;3;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,37;No;106,816666;-6,2;3029;Combination 9
3142;3142;17;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;122,46;No;106,816666;-6,2;5752,5;Combination 9
3146;3146;64;Jakarta;High End;Yes;Yes;Yes;No;No;No;Debit;116,285;No;106,816666;-6,2;7174,7;Combination 17
3147;3147;61;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;128,7;No;106,816666;-6,2;6730,1;Combination 7
3149;3149;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;148,785;No;106,816666;-6,2;6110;Combination 13
3151;3151;66;Jakarta;High End;No;Yes;Yes;Yes;No;No;Debit;117,715;No;106,816666;-6,2;6445,4;Combination 14
3155;3155;41;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Debit;135,785;No;106,816666;-6,2;3534,7;Combination 13
3157;3157;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;151,385;No;106,816666;-6,2;7237,1;Combination 13
3159;3159;52;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;143,975;No;106,816666;-6,2;6490,9;Combination 4
3160;3160;50;Jakarta;High End;No;No;Yes;Yes;No;Yes;Debit;116,61;No;106,816666;-6,2;6897,8;Combination 5
3162;3162;72;Jakarta;High End;Yes;Yes;Yes;Yes;No;No;Debit;125,58;No;106,816666;-6,2;6698,9;Combination 17
3166;3166;54;Jakarta;High End;No;Yes;No;Yes;No;No;Debit;103,935;No;106,816666;-6,2;5703,1;Combination 8
3171;3171;35;Jakarta;High End;No;Yes;No;No;Yes;No;Debit;116,545;No;106,816666;-6,2;3408,6;Combination 7
3174;3174;58;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Credit;143,845;No;106,816666;-6,2;6189,3;Combination 13
3176;3176;71;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;149,695;No;106,816666;-6,2;5387,2;Combination 13
3178;3178;71;Jakarta;High End;No;Yes;Yes;No;No;Yes;Debit;121,225;No;106,816666;-6,2;7845,5;Combination 14
3181;3181;65;Jakarta;High End;Yes;No;Yes;Yes;Yes;Yes;Pulsa;141,765;No;106,816666;-6,2;7399,6;Combination 15
3185;3185;2;Jakarta;High End;Yes;Yes;No;No;Yes;No;Pulsa;118,495;No;106,816666;-6,2;3491,8;Combination 10
3186;3186;60;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;135,655;No;106,816666;-6,2;5252;Combination 4
3189;3189;42;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Debit;136,76;No;106,816666;-6,2;7244,9;Combination 15
3200;3200;22;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;90,61;No;106,816666;-6,2;6289,4;Combination 2
3206;3206;71;Jakarta;High End;Yes;Yes;Yes;Yes;No;No;Credit;123,695;No;106,816666;-6,2;7341,1;Combination 17
3207;3207;23;Jakarta;High End;No;No;Yes;No;No;No;Digital Wallet;103,155;No;106,816666;-6,2;4625,4;Combination 5
3208;3208;17;Jakarta;High End;No;No;Yes;No;Yes;Yes;Debit;125,645;No;106,816666;-6,2;6796,4;Combination 3
3213;3213;72;Bandung;High End;No;Yes;No;No;Yes;Yes;Debit;127,855;No;107,60981;-6,914744;7956;Combination 7
3214;3214;60;Bandung;High End;No;No;No;No;No;No;Debit;96,655;No;107,60981;-6,914744;6630;Combination 2
3219;3219;65;Bandung;High End;No;Yes;No;No;No;Yes;Pulsa;117,845;No;107,60981;-6,914744;8265,4;Combination 8
3222;3222;8;Bandung;High End;No;No;No;No;No;No;Pulsa;97,305;No;107,60981;-6,914744;7168,2;Combination 2
3227;3227;54;Bandung;High End;No;Yes;No;No;No;Yes;Pulsa;117,065;No;107,60981;-6,914744;6801,6;Combination 8
3244;3244;48;Bandung;High End;No;Yes;No;No;Yes;Yes;Pulsa;128,7;No;107,60981;-6,914744;3979,3;Combination 7
3245;3245;64;Bandung;High End;Yes;No;No;Yes;Yes;Yes;Debit;135,72;No;107,60981;-6,914744;6672,9;Combination 12
3249;3249;51;Bandung;High End;Yes;Yes;No;No;No;Yes;Pulsa;121,94;No;107,60981;-6,914744;7094,1;Combination 1
3253;3253;72;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;148,33;No;107,60981;-6,914744;6454,5;Combination 13
3254;3254;47;Bandung;High End;No;No;No;No;Yes;Yes;Credit;123,76;No;107,60981;-6,914744;6470,1;Combination 9
